Travel Destination,Things to Do,Country Name,Location,Review Count
Helmsley,"['Pemandangan & Tengara (7)', 'Tempat Belanja (6)', 'Tur (5)', 'Museum (3)', 'Wisata Alam & Taman (3)', 'Transportasi (3)', 'Aktivitas Luar Ruangan (3)', 'Hiburan & Permainan (2)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Kursus & Sanggar (1)', 'Harga terjangkau (11)', 'Cocok untuk Anak-Anak (10)', 'Cocok untuk Pasangan (8)', 'Tempat yang Belum Populer (6)', 'Cocok untuk Kelompok Besar (4)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Berjiwa petualang (2)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",United Arab Emirates,"Inggris, Inggris Raya",18671
Hove,"['Spa & Kebugaran (17)', 'Hiburan malam (16)', 'Kursus & Sanggar (8)', 'Tempat Belanja (5)', 'Hiburan & Permainan (4)', 'Wisata Alam & Taman (4)', 'Aktivitas Luar Ruangan (4)', 'Tur (3)', 'Pemandangan & Tengara (3)', 'Museum (3)', 'Tur dengan Perahu & Olahraga Air (2)', 'Kasino & Perjudian (1)', 'Konser & Pertunjukan (1)', 'Bagus Saat Hujan (24)', 'Masuk Gratis (11)', 'Harga terjangkau (10)', 'Cocok untuk Pasangan (6)', 'Cocok untuk Anak-Anak (6)', 'Cocok untuk Kelompok Besar (3)', 'Tempat yang Belum Populer (2)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']",United Arab Emirates,"Inggris, Inggris Raya",35793
Bracknell,"['Hiburan & Permainan (8)', 'Wisata Alam & Taman (6)', 'Hiburan malam (5)', 'Tempat Belanja (5)', 'Spa & Kebugaran (4)', 'Transportasi (4)', 'Kursus & Sanggar (3)', 'Tur (3)', 'Pemandangan & Tengara (3)', 'Makanan & Minuman (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Konser & Pertunjukan (1)', 'Aktivitas Luar Ruangan (1)', 'Bagus Saat Hujan (12)', 'Cocok untuk Anak-Anak (9)', 'Masuk Gratis (8)', 'Harga terjangkau (7)', 'Cocok untuk Kelompok Besar (7)', 'Cocok untuk Pasangan (4)', 'Tempat yang Belum Populer (2)', 'Berjiwa petualang (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",United Arab Emirates,"Inggris, Inggris Raya",29201
Ballachulish,"['Aktivitas Luar Ruangan (10)', 'Tur (7)', 'Tur dengan Perahu & Olahraga Air (5)', 'Pemandangan & Tengara (3)', 'Wisata Alam & Taman (3)', 'Tempat Belanja (1)', 'Museum (1)', 'Transportasi (1)', 'Harga terjangkau (7)', 'Berjiwa petualang (6)', 'Cocok untuk Pasangan (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (5)', 'Masuk Gratis (5)', 'Cocok untuk Anak-Anak (4)', 'Cocok untuk Kelompok Besar (4)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)', 'Bagus Saat Hujan (1)']",United Arab Emirates,"Skotlandia, Inggris Raya",10630
Macclesfield,"['Hiburan malam (26)', 'Pemandangan & Tengara (10)', 'Hiburan & Permainan (6)', 'Tempat Belanja (5)', 'Museum (5)', 'Aktivitas Luar Ruangan (5)', 'Makanan & Minuman (4)', 'Wisata Alam & Taman (4)', 'Tur (3)', 'Kursus & Sanggar (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Konser & Pertunjukan (2)', 'Transportasi (2)', 'Sumber Informasi Wisatawan (2)', 'Bagus Saat Hujan (23)', 'Masuk Gratis (20)', 'Harga terjangkau (16)', 'Cocok untuk Pasangan (14)', 'Cocok untuk Anak-Anak (12)', 'Cocok untuk Kelompok Besar (12)', 'Tempat yang Belum Populer (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']",United Arab Emirates,"Inggris, Inggris Raya",33426
Aberdyfi (Aberdovey),"['Aktivitas Luar Ruangan (4)', 'Tur (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Wisata Alam & Taman (2)', 'Tempat Belanja (1)', 'Spa & Kebugaran (1)', 'Pemandangan & Tengara (1)', 'Museum (1)', 'Masuk Gratis (3)', 'Cocok untuk Pasangan (2)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Bagus Saat Hujan (1)']",United Arab Emirates,"Wales, Inggris Raya",7683
Douglas,"['Tur (18)', 'Aktivitas Luar Ruangan (13)', 'Pemandangan & Tengara (9)', 'Hiburan & Permainan (7)', 'Transportasi (6)', 'Hiburan malam (5)', 'Konser & Pertunjukan (5)', 'Tempat Belanja (4)', 'Wisata Alam & Taman (4)', 'Museum (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Makanan & Minuman (2)', 'Spa & Kebugaran (2)', 'Sumber Informasi Wisatawan (2)', 'Kursus & Sanggar (1)', 'Lihat semua', 'Harga terjangkau (20)', 'Cocok untuk Pasangan (17)', 'Bagus Saat Hujan (17)', 'Cocok untuk Anak-Anak (14)', 'Masuk Gratis (14)', 'Cocok untuk Kelompok Besar (13)', 'Berjiwa petualang (8)', 'Cocok untuk Penggemar Aktivitas Ekstrem (6)', 'Tempat yang Belum Populer (5)', 'Lokasi bulan madu (4)']",United Arab Emirates,"Pulau Man, Inggris Raya",37022
Wigan,"['Hiburan malam (51)', 'Hiburan & Permainan (26)', 'Pemandangan & Tengara (12)', 'Tempat Belanja (10)', 'Wisata Alam & Taman (10)', 'Transportasi (9)', 'Spa & Kebugaran (7)', 'Makanan & Minuman (5)', 'Kasino & Perjudian (4)', 'Aktivitas Luar Ruangan (4)', 'Kursus & Sanggar (3)', 'Tur (3)', 'Konser & Pertunjukan (3)', 'Museum (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Bagus Saat Hujan (30)', 'Masuk Gratis (25)', 'Harga terjangkau (20)', 'Cocok untuk Anak-Anak (20)', 'Cocok untuk Kelompok Besar (17)', 'Cocok untuk Pasangan (12)', 'Tempat yang Belum Populer (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Berjiwa petualang (2)']",United Arab Emirates,"Inggris, Inggris Raya",45952
Barrow-in-Furness,"['Hiburan & Permainan (9)', 'Hiburan malam (7)', 'Wisata Alam & Taman (6)', 'Pemandangan & Tengara (5)', 'Spa & Kebugaran (3)', 'Aktivitas Luar Ruangan (3)', 'Konser & Pertunjukan (2)', 'Tempat Belanja (1)', 'Museum (1)', 'Sumber Informasi Wisatawan (1)', 'Harga terjangkau (10)', 'Cocok untuk Anak-Anak (8)', 'Cocok untuk Kelompok Besar (8)', 'Bagus Saat Hujan (7)', 'Cocok untuk Pasangan (6)', 'Masuk Gratis (6)', 'Tempat yang Belum Populer (3)']",United Arab Emirates,"Inggris, Inggris Raya",17107
Tavistock,"['Tempat Belanja (10)', 'Aktivitas Luar Ruangan (8)', 'Pemandangan & Tengara (6)', 'Tur (5)', 'Hiburan & Permainan (5)', 'Hiburan malam (3)', 'Museum (3)', 'Makanan & Minuman (2)', 'Wisata Alam & Taman (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Konser & Pertunjukan (1)', 'Sumber Informasi Wisatawan (1)', 'Masuk Gratis (12)', 'Bagus Saat Hujan (11)', 'Harga terjangkau (10)', 'Cocok untuk Anak-Anak (7)', 'Cocok untuk Kelompok Besar (5)', 'Cocok untuk Pasangan (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Berjiwa petualang (2)', 'Tempat yang Belum Populer (1)']",United Arab Emirates,"Inggris, Inggris Raya",19263
Ashford,"['Hiburan malam (34)', 'Pemandangan & Tengara (17)', 'Spa & Kebugaran (14)', 'Tempat Belanja (11)', 'Aktivitas Luar Ruangan (11)', 'Hiburan & Permainan (10)', 'Wisata Alam & Taman (8)', 'Kursus & Sanggar (6)', 'Tur (6)', 'Museum (4)', 'Makanan & Minuman (3)', 'Transportasi (3)', 'Konser & Pertunjukan (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Bagus Saat Hujan (37)', 'Masuk Gratis (31)', 'Cocok untuk Pasangan (22)', 'Harga terjangkau (19)', 'Cocok untuk Anak-Anak (14)', 'Cocok untuk Kelompok Besar (9)', 'Tempat yang Belum Populer (7)', 'Berjiwa petualang (6)', 'Cocok untuk Penggemar Aktivitas Ekstrem (5)', 'Lokasi bulan madu (1)']",United Arab Emirates,"Inggris, Inggris Raya",52814
Grantown-on-Spey,"['Tempat Belanja (5)', 'Tur (4)', 'Makanan & Minuman (3)', 'Museum (3)', 'Aktivitas Luar Ruangan (3)', 'Hiburan & Permainan (2)', 'Hiburan malam (1)', 'Spa & Kebugaran (1)', 'Kursus & Sanggar (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Wisata Alam & Taman (1)', 'Harga terjangkau (7)', 'Bagus Saat Hujan (6)', 'Masuk Gratis (5)', 'Cocok untuk Anak-Anak (4)', 'Tempat yang Belum Populer (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']",United Arab Emirates,"Skotlandia, Inggris Raya",12404
Grantham,"['Hiburan malam (12)', 'Hiburan & Permainan (10)', 'Pemandangan & Tengara (9)', 'Tempat Belanja (8)', 'Spa & Kebugaran (7)', 'Aktivitas Luar Ruangan (6)', 'Wisata Alam & Taman (3)', 'Transportasi (3)', 'Tur (2)', 'Museum (2)', 'Konser & Pertunjukan (2)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Bagus Saat Hujan (16)', 'Harga terjangkau (12)', 'Cocok untuk Pasangan (10)', 'Cocok untuk Anak-Anak (9)', 'Masuk Gratis (8)', 'Cocok untuk Kelompok Besar (5)', 'Berjiwa petualang (5)', 'Tempat yang Belum Populer (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Lokasi bulan madu (2)']",United Arab Emirates,"Inggris, Inggris Raya",28598
Dharavandhoo,"['Tur (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Aktivitas Luar Ruangan (2)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Harga terjangkau (1)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)']",Maldives,"Baa Atoll, Maladewa",953
Furaveri,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']",Maldives,"Raa Atoll, Maladewa",890
Kanufushi,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Aktivitas Luar Ruangan (1)']",Maldives,"Baa Atoll, Maladewa",1298
Lhaviyani Atoll,"['Tur (4)', 'Tur dengan Perahu & Olahraga Air (4)', 'Aktivitas Luar Ruangan (4)', 'Hiburan malam (2)', 'Wisata Alam & Taman (2)', 'Kursus & Sanggar (1)', 'Pemandangan & Tengara (1)', 'Cocok untuk Pasangan (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Masuk Gratis (1)', 'Berjiwa petualang (1)']",Maldives,Maladewa,23485
Noonu Atoll,"['Aktivitas Luar Ruangan (4)', 'Tur (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Pemandangan & Tengara (1)', 'Cocok untuk Pasangan (1)', 'Lokasi bulan madu (1)']",Maldives,Maladewa,5381
Herathera Island,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Aktivitas Luar Ruangan (1)']",Maldives,"Addu Atoll, Maladewa",414
Keyodhoo Island,"['Tur (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Aktivitas Luar Ruangan (2)', 'Kursus & Sanggar (1)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Harga terjangkau (1)', 'Bagus Saat Hujan (1)']",Maldives,"Vaavu Atoll, Maladewa",1028
Madivaru,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Transportasi (1)', 'Aktivitas Luar Ruangan (1)']",Maldives,"Atol Male Utara, Maladewa",111
Fulidhoo,"['Tur (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Aktivitas Luar Ruangan (2)', 'Cocok untuk Pasangan (2)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']",Maldives,"Vaavu Atoll, Maladewa",577
Faafu Atoll,"['Tur (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Aktivitas Luar Ruangan (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Maldives,Maladewa,1848
Atol Alifu,"['Aktivitas Luar Ruangan (42)', 'Tur (39)', 'Tur dengan Perahu & Olahraga Air (39)', 'Wisata Alam & Taman (4)', 'Transportasi (3)', 'Pemandangan & Tengara (2)', 'Spa & Kebugaran (1)', 'Cocok untuk Pasangan (21)', 'Cocok untuk Penggemar Aktivitas Ekstrem (17)', 'Cocok untuk Kelompok Besar (12)', 'Lokasi bulan madu (9)', 'Harga terjangkau (8)', 'Berjiwa petualang (8)', 'Bagus Saat Hujan (8)', 'Cocok untuk Anak-Anak (6)', 'Tempat yang Belum Populer (3)', 'Masuk Gratis (2)']",Maldives,Maladewa,64490
Meemu Atoll,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Aktivitas Luar Ruangan (1)']",Maldives,Maladewa,2758
Vaavu Atoll,"['Aktivitas Luar Ruangan (10)', 'Tur (8)', 'Tur dengan Perahu & Olahraga Air (8)', 'Wisata Alam & Taman (5)', 'Kursus & Sanggar (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (8)', 'Cocok untuk Kelompok Besar (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (5)', 'Cocok untuk Anak-Anak (4)', 'Harga terjangkau (3)', 'Bagus Saat Hujan (3)', 'Masuk Gratis (2)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']",Maldives,Maladewa,6840
Shaviyani Atoll,['Museum (1)'],Maldives,Maladewa,499
Addu Atoll,"['Tur (7)', 'Tur dengan Perahu & Olahraga Air (7)', 'Aktivitas Luar Ruangan (7)', 'Pemandangan & Tengara (1)', 'Wisata Alam & Taman (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (1)']",Maldives,Maladewa,2374
Niyama,"['Spa & Kebugaran (1)', 'Cocok untuk Pasangan (1)', 'Lokasi bulan madu (1)', 'Bagus Saat Hujan (1)']",Maldives,"Dhaalu Atoll, Maladewa",2599
Laamu Atoll,"['Tur (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Aktivitas Luar Ruangan (3)', 'Kursus & Sanggar (1)']",Maldives,Maladewa,2886
Fuvahmulah,"['Pemandangan & Tengara (3)', 'Wisata Alam & Taman (3)', 'Aktivitas Luar Ruangan (3)', 'Tur (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Transportasi (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']",Maldives,Maladewa,201
Maradhoo Island,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Aktivitas Luar Ruangan (1)']",Maldives,"Addu Atoll, Maladewa",159
Fonimagoodhoo Island,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)']",Maldives,"Baa Atoll, Maladewa",2482
Kumistavi,"['Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']",Georgia,"Imereti Region, Georgia",822
Khelvachauri,['Makanan & Minuman (1)'],Georgia,"Adjara Region, Georgia",195
Mukhrani,"['Makanan & Minuman (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Bagus Saat Hujan (1)']",Georgia,"Mtskheta-Mtianeti Region, Georgia",118
Kolombo,"['Tur (974)', 'Aktivitas Luar Ruangan (684)', 'Transportasi (545)', 'Tur dengan Perahu & Olahraga Air (198)', 'Tempat Belanja (151)', 'Makanan & Minuman (106)', 'Pemandangan & Tengara (79)', 'Hiburan malam (68)', 'Kursus & Sanggar (54)', 'Hiburan & Permainan (53)', 'Spa & Kebugaran (35)', 'Museum (20)', 'Wisata Alam & Taman (9)', 'Kasino & Perjudian (4)', 'Konser & Pertunjukan (4)', 'Lihat semua', 'Cocok untuk Pasangan (256)', 'Cocok untuk Anak-Anak (192)', 'Bagus Saat Hujan (143)', 'Harga terjangkau (125)', 'Masuk Gratis (90)', 'Cocok untuk Kelompok Besar (70)', 'Lokasi bulan madu (40)', 'Cocok untuk Penggemar Aktivitas Ekstrem (37)', 'Tempat yang Belum Populer (15)', 'Berjiwa petualang (5)']",Sri Lanka,"Western Province, Sri Lanka",191839
Kandy,"['Tur (436)', 'Aktivitas Luar Ruangan (313)', 'Transportasi (205)', 'Tur dengan Perahu & Olahraga Air (78)', 'Tempat Belanja (67)', 'Makanan & Minuman (54)', 'Pemandangan & Tengara (43)', 'Kursus & Sanggar (34)', 'Hiburan malam (16)', 'Wisata Alam & Taman (12)', 'Museum (10)', 'Spa & Kebugaran (9)', 'Hiburan & Permainan (8)', 'Konser & Pertunjukan (2)', 'Sumber Informasi Wisatawan (2)', 'Lihat semua', 'Cocok untuk Pasangan (131)', 'Cocok untuk Anak-Anak (102)', 'Bagus Saat Hujan (101)', 'Harga terjangkau (77)', 'Masuk Gratis (43)', 'Cocok untuk Kelompok Besar (37)', 'Lokasi bulan madu (15)', 'Cocok untuk Penggemar Aktivitas Ekstrem (15)', 'Tempat yang Belum Populer (9)', 'Berjiwa petualang (6)']",Sri Lanka,"Kandy District, Sri Lanka",122820
Si Racha,"['Spa & Kebugaran (10)', 'Aktivitas Luar Ruangan (10)', 'Tempat Belanja (6)', 'Pemandangan & Tengara (5)', 'Wisata Alam & Taman (4)', 'Tur (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Hiburan & Permainan (3)', 'Kebun Binatang & Akuarium (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Transportasi (1)', 'Harga terjangkau (5)', 'Cocok untuk Anak-Anak (5)', 'Masuk Gratis (4)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Kelompok Besar (2)', 'Bagus Saat Hujan (2)']",Sri Lanka,"Chonburi Province, Thailand",4914
Nuwara Eliya,"['Tur (59)', 'Aktivitas Luar Ruangan (43)', 'Transportasi (41)', 'Pemandangan & Tengara (18)', 'Wisata Alam & Taman (17)', 'Tur dengan Perahu & Olahraga Air (12)', 'Makanan & Minuman (9)', 'Tempat Belanja (7)', 'Hiburan malam (4)', 'Hiburan & Permainan (4)', 'Spa & Kebugaran (2)', 'Kursus & Sanggar (2)', 'Kasino & Perjudian (1)', 'Harga terjangkau (34)', 'Cocok untuk Pasangan (33)', 'Cocok untuk Anak-Anak (30)', 'Bagus Saat Hujan (21)', 'Cocok untuk Kelompok Besar (20)', 'Masuk Gratis (18)', 'Cocok untuk Penggemar Aktivitas Ekstrem (5)', 'Lokasi bulan madu (4)', 'Tempat yang Belum Populer (2)', 'Berjiwa petualang (1)']",Sri Lanka,"Central Province, Sri Lanka",58667
Galle,"['Tur (189)', 'Aktivitas Luar Ruangan (142)', 'Transportasi (103)', 'Tempat Belanja (78)', 'Tur dengan Perahu & Olahraga Air (61)', 'Makanan & Minuman (29)', 'Pemandangan & Tengara (28)', 'Kursus & Sanggar (25)', 'Hiburan malam (11)', 'Spa & Kebugaran (11)', 'Museum (8)', 'Hiburan & Permainan (7)', 'Wisata Alam & Taman (6)', 'Cocok untuk Pasangan (70)', 'Bagus Saat Hujan (56)', 'Harga terjangkau (52)', 'Masuk Gratis (50)', 'Cocok untuk Anak-Anak (49)', 'Cocok untuk Kelompok Besar (24)', 'Lokasi bulan madu (16)', 'Cocok untuk Penggemar Aktivitas Ekstrem (8)', 'Tempat yang Belum Populer (8)', 'Berjiwa petualang (1)']",Sri Lanka,"Galle District, Sri Lanka",70188
Ella,"['Tur (74)', 'Transportasi (72)', 'Aktivitas Luar Ruangan (50)', 'Kursus & Sanggar (20)', 'Makanan & Minuman (19)', 'Spa & Kebugaran (16)', 'Wisata Alam & Taman (14)', 'Tempat Belanja (11)', 'Tur dengan Perahu & Olahraga Air (6)', 'Hiburan & Permainan (4)', 'Hiburan malam (3)', 'Pemandangan & Tengara (3)', 'Museum (1)', 'Cocok untuk Pasangan (33)', 'Bagus Saat Hujan (26)', 'Harga terjangkau (23)', 'Cocok untuk Anak-Anak (22)', 'Cocok untuk Kelompok Besar (10)', 'Masuk Gratis (10)', 'Lokasi bulan madu (9)', 'Cocok untuk Penggemar Aktivitas Ekstrem (4)', 'Berjiwa petualang (2)', 'Tempat yang Belum Populer (1)']",Sri Lanka,"Uva Province, Sri Lanka",80761
Unawatuna,"['Tur (38)', 'Aktivitas Luar Ruangan (35)', 'Tur dengan Perahu & Olahraga Air (21)', 'Spa & Kebugaran (15)', 'Transportasi (15)', 'Tempat Belanja (12)', 'Kursus & Sanggar (8)', 'Makanan & Minuman (7)', 'Hiburan malam (4)', 'Wisata Alam & Taman (3)', 'Pemandangan & Tengara (2)', 'Museum (1)', 'Hiburan & Permainan (1)', 'Cocok untuk Pasangan (28)', 'Bagus Saat Hujan (23)', 'Harga terjangkau (22)', 'Cocok untuk Anak-Anak (17)', 'Cocok untuk Penggemar Aktivitas Ekstrem (9)', 'Masuk Gratis (9)', 'Lokasi bulan madu (7)', 'Cocok untuk Kelompok Besar (6)', 'Berjiwa petualang (6)', 'Tempat yang Belum Populer (4)']",Sri Lanka,"Galle District, Sri Lanka",55134
Negombo,"['Tur (722)', 'Aktivitas Luar Ruangan (536)', 'Transportasi (320)', 'Tur dengan Perahu & Olahraga Air (138)', 'Tempat Belanja (47)', 'Makanan & Minuman (38)', 'Hiburan malam (20)', 'Spa & Kebugaran (19)', 'Kursus & Sanggar (18)', 'Pemandangan & Tengara (17)', 'Hiburan & Permainan (7)', 'Wisata Alam & Taman (7)', 'Museum (3)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Pasangan (256)', 'Cocok untuk Anak-Anak (182)', 'Bagus Saat Hujan (115)', 'Harga terjangkau (91)', 'Cocok untuk Kelompok Besar (49)', 'Cocok untuk Penggemar Aktivitas Ekstrem (36)', 'Lokasi bulan madu (30)', 'Masuk Gratis (22)', 'Tempat yang Belum Populer (8)', 'Berjiwa petualang (1)']",Sri Lanka,"Western Province, Sri Lanka",91956
Bentota,"['Tur (100)', 'Aktivitas Luar Ruangan (80)', 'Tur dengan Perahu & Olahraga Air (51)', 'Transportasi (34)', 'Tempat Belanja (15)', 'Spa & Kebugaran (13)', 'Makanan & Minuman (12)', 'Kursus & Sanggar (10)', 'Hiburan & Permainan (5)', 'Hiburan malam (4)', 'Wisata Alam & Taman (3)', 'Pemandangan & Tengara (1)', 'Cocok untuk Pasangan (32)', 'Cocok untuk Anak-Anak (22)', 'Harga terjangkau (15)', 'Cocok untuk Kelompok Besar (12)', 'Bagus Saat Hujan (9)', 'Lokasi bulan madu (8)', 'Cocok untuk Penggemar Aktivitas Ekstrem (8)', 'Masuk Gratis (5)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']",Sri Lanka,"Galle District, Sri Lanka",37109
Hikkaduwa,"['Tur (106)', 'Aktivitas Luar Ruangan (94)', 'Tur dengan Perahu & Olahraga Air (58)', 'Transportasi (42)', 'Tempat Belanja (24)', 'Spa & Kebugaran (16)', 'Makanan & Minuman (12)', 'Hiburan malam (7)', 'Kursus & Sanggar (6)', 'Wisata Alam & Taman (6)', 'Pemandangan & Tengara (4)', 'Museum (3)', 'Hiburan & Permainan (1)', 'Cocok untuk Pasangan (34)', 'Harga terjangkau (28)', 'Bagus Saat Hujan (27)', 'Cocok untuk Anak-Anak (21)', 'Cocok untuk Penggemar Aktivitas Ekstrem (14)', 'Cocok untuk Kelompok Besar (13)', 'Masuk Gratis (11)', 'Lokasi bulan madu (6)', 'Berjiwa petualang (4)', 'Tempat yang Belum Populer (1)']",Sri Lanka,"Galle District, Sri Lanka",50486
Mirissa,"['Tur (121)', 'Aktivitas Luar Ruangan (121)', 'Tur dengan Perahu & Olahraga Air (102)', 'Transportasi (25)', 'Spa & Kebugaran (13)', 'Tempat Belanja (6)', 'Makanan & Minuman (5)', 'Kursus & Sanggar (5)', 'Wisata Alam & Taman (3)', 'Hiburan malam (2)', 'Pemandangan & Tengara (2)', 'Hiburan & Permainan (2)', 'Cocok untuk Pasangan (40)', 'Harga terjangkau (38)', 'Cocok untuk Anak-Anak (27)', 'Bagus Saat Hujan (20)', 'Cocok untuk Kelompok Besar (19)', 'Cocok untuk Penggemar Aktivitas Ekstrem (18)', 'Lokasi bulan madu (10)', 'Masuk Gratis (8)', 'Berjiwa petualang (5)', 'Tempat yang Belum Populer (4)']",Sri Lanka,"Southern Province, Sri Lanka",57900
Kalutara,"['Tur (50)', 'Aktivitas Luar Ruangan (37)', 'Transportasi (16)', 'Tur dengan Perahu & Olahraga Air (12)', 'Tempat Belanja (7)', 'Makanan & Minuman (5)', 'Pemandangan & Tengara (5)', 'Wisata Alam & Taman (5)', 'Hiburan malam (4)', 'Spa & Kebugaran (4)', 'Kursus & Sanggar (3)', 'Museum (3)', 'Hiburan & Permainan (2)', 'Sumber Informasi Wisatawan (1)', 'Cocok untuk Pasangan (14)', 'Cocok untuk Anak-Anak (12)', 'Harga terjangkau (9)', 'Cocok untuk Kelompok Besar (8)', 'Bagus Saat Hujan (8)', 'Lokasi bulan madu (5)', 'Masuk Gratis (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Tempat yang Belum Populer (2)']",Sri Lanka,"Western Province, Sri Lanka",19034
Trincomalee,"['Aktivitas Luar Ruangan (37)', 'Tur (36)', 'Tur dengan Perahu & Olahraga Air (26)', 'Pemandangan & Tengara (24)', 'Wisata Alam & Taman (11)', 'Transportasi (9)', 'Spa & Kebugaran (4)', 'Museum (3)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Cocok untuk Anak-Anak (19)', 'Harga terjangkau (17)', 'Cocok untuk Pasangan (14)', 'Cocok untuk Kelompok Besar (11)', 'Masuk Gratis (11)', 'Cocok untuk Penggemar Aktivitas Ekstrem (7)', 'Lokasi bulan madu (3)', 'Bagus Saat Hujan (3)', 'Berjiwa petualang (1)']",Sri Lanka,"Eastern Province, Sri Lanka",21667
